assessment_id,customer_id,loan_id,assessment_date,risk_score,probability_of_default,risk_category,model_version
RISKA0000494,CUST0000897,,2023-06-23,722,0.0387,LOW,synthetic-pd-v1.0
RISKA0000495,CUST0000572,,2021-12-14,712,0.0479,LOW,synthetic-pd-v1.0
RISKA0000496,CUST0000536,,2023-07-04,707,0.0535,LOW,synthetic-pd-v1.0
RISKA0000497,CUST0000478,,2025-05-20,645,0.1771,MEDIUM,synthetic-pd-v1.0
RISKA0000498,CUST0000398,,2021-10-20,553,0.6188,HIGH,synthetic-pd-v1.0
RISKA0000499,CUST0000391,,2022-06-29,692,0.0728,LOW,synthetic-pd-v1.0
RISKA0000500,CUST0000030,,2026-01-24,726,0.0361,LOW,synthetic-pd-v1.0
RISKA0000501,CUST0000722,,2026-03-21,680,0.0921,LOW,synthetic-pd-v1.0
RISKA0000502,CUST0000942,,2023-03-11,670,0.1117,LOW,synthetic-pd-v1.0
RISKA0000503,CUST0000790,,2026-08-24,687,0.0805,LOW,synthetic-pd-v1.0
RISKA0000504,CUST0000513,,2023-06-30,638,0.202,MEDIUM,synthetic-pd-v1.0
RISKA0000505,CUST0000845,,2026-04-30,634,0.215,MEDIUM,synthetic-pd-v1.0
RISKA0000506,CUST0000999,,2024-03-06,735,0.0299,LOW,synthetic-pd-v1.0
RISKA0000507,CUST0000842,,2024-08-23,640,0.1944,MEDIUM,synthetic-pd-v1.0
RISKA0000508,CUST0000645,,2026-01-09,718,0.0424,LOW,synthetic-pd-v1.0
RISKA0000509,CUST0000553,,2026-06-01,575,0.5014,HIGH,synthetic-pd-v1.0
RISKA0000510,CUST0000840,,2024-03-20,754,0.0196,LOW,synthetic-pd-v1.0
RISKA0000511,CUST0000485,,2023-09-09,748,0.0223,LOW,synthetic-pd-v1.0
RISKA0000512,CUST0000930,,2023-05-23,689,0.0773,LOW,synthetic-pd-v1.0
RISKA0000513,CUST0000186,,2023-03-21,737,0.0284,LOW,synthetic-pd-v1.0
RISKA0000514,CUST0000967,,2022-03-24,741,0.0259,LOW,synthetic-pd-v1.0
RISKA0000515,CUST0000687,,2023-09-10,735,0.0294,LOW,synthetic-pd-v1.0
RISKA0000516,CUST0000386,,2025-07-11,659,0.1367,MEDIUM,synthetic-pd-v1.0
RISKA0000517,CUST0000215,,2023-02-25,714,0.0462,LOW,synthetic-pd-v1.0
RISKA0000518,CUST0000295,,2022-07-01,682,0.0882,MEDIUM,synthetic-pd-v1.0
RISKA0000519,CUST0000250,,2022-12-13,626,0.2456,MEDIUM,synthetic-pd-v1.0
RISKA0000520,CUST0000513,,2023-08-13,680,0.0926,LOW,synthetic-pd-v1.0
RISKA0000521,CUST0000430,,2022-03-13,693,0.0709,LOW,synthetic-pd-v1.0
RISKA0000522,CUST0000223,,2021-11-12,515,0.7884,HIGH,synthetic-pd-v1.0
RISKA0000523,CUST0000185,,2022-07-25,636,0.208,MEDIUM,synthetic-pd-v1.0
RISKA0000524,CUST0000423,,2021-12-13,742,0.0258,LOW,synthetic-pd-v1.0
RISKA0000525,CUST0000586,,2024-10-23,602,0.3571,HIGH,synthetic-pd-v1.0
RISKA0000526,CUST0000728,,2025-06-05,729,0.0339,LOW,synthetic-pd-v1.0
RISKA0000527,CUST0000150,,2025-08-18,629,0.2372,MEDIUM,synthetic-pd-v1.0
RISKA0000528,CUST0000076,,2025-09-08,687,0.0799,LOW,synthetic-pd-v1.0
RISKA0000529,CUST0000336,,2023-08-16,646,0.1761,MEDIUM,synthetic-pd-v1.0
RISKA0000530,CUST0000775,,2021-09-05,574,0.5034,HIGH,synthetic-pd-v1.0
RISKA0000531,CUST0000886,,2022-11-29,788,0.0095,LOW,synthetic-pd-v1.0
RISKA0000532,CUST0000102,,2025-08-19,733,0.0312,LOW,synthetic-pd-v1.0
RISKA0000533,CUST0000745,,2021-10-24,641,0.1912,MEDIUM,synthetic-pd-v1.0
RISKA0000534,CUST0000260,,2022-02-17,590,0.4163,HIGH,synthetic-pd-v1.0
RISKA0000535,CUST0000990,,2026-01-06,725,0.0365,LOW,synthetic-pd-v1.0
RISKA0000536,CUST0000716,,2023-02-15,705,0.0553,LOW,synthetic-pd-v1.0
RISKA0000537,CUST0000738,,2023-08-25,611,0.3145,HIGH,synthetic-pd-v1.0
RISKA0000538,CUST0000069,,2022-11-30,663,0.1276,LOW,synthetic-pd-v1.0
RISKA0000539,CUST0000836,,2024-09-30,755,0.0192,LOW,synthetic-pd-v1.0
RISKA0000540,CUST0000176,,2024-11-18,498,0.8441,HIGH,synthetic-pd-v1.0
RISKA0000541,CUST0000938,,2026-05-23,679,0.0929,LOW,synthetic-pd-v1.0
RISKA0000542,CUST0000524,,2024-01-10,747,0.023,LOW,synthetic-pd-v1.0
RISKA0000543,CUST0000145,,2024-01-24,672,0.1078,MEDIUM,synthetic-pd-v1.0
RISKA0000544,CUST0000560,,2021-12-24,399,0.9792,HIGH,synthetic-pd-v1.0
RISKA0000545,CUST0000787,,2026-05-06,703,0.0577,LOW,synthetic-pd-v1.0
RISKA0000546,CUST0000184,,2025-01-02,670,0.1125,MEDIUM,synthetic-pd-v1.0
RISKA0000547,CUST0000194,,2022-11-08,611,0.3155,HIGH,synthetic-pd-v1.0
RISKA0000548,CUST0000272,,2026-05-14,695,0.0673,LOW,synthetic-pd-v1.0
RISKA0000549,CUST0000869,,2024-10-06,676,0.1001,MEDIUM,synthetic-pd-v1.0
RISKA0000550,CUST0000056,,2021-10-09,752,0.0205,LOW,synthetic-pd-v1.0
RISKA0000551,CUST0000250,,2021-11-19,622,0.266,MEDIUM,synthetic-pd-v1.0
RISKA0000552,CUST0000551,,2024-04-29,780,0.0113,LOW,synthetic-pd-v1.0
RISKA0000553,CUST0000528,,2026-02-19,504,0.8237,HIGH,synthetic-pd-v1.0
RISKA0000554,CUST0000585,,2022-12-30,704,0.0565,LOW,synthetic-pd-v1.0
RISKA0000555,CUST0000291,,2025-02-16,739,0.0269,LOW,synthetic-pd-v1.0
RISKA0000556,CUST0000344,,2021-09-26,693,0.0709,LOW,synthetic-pd-v1.0
RISKA0000557,CUST0000294,,2026-03-04,587,0.4335,HIGH,synthetic-pd-v1.0
RISKA0000558,CUST0000230,,2022-02-01,742,0.0258,LOW,synthetic-pd-v1.0
RISKA0000559,CUST0000936,,2025-08-13,774,0.0128,LOW,synthetic-pd-v1.0
RISKA0000560,CUST0000586,,2023-05-07,612,0.3103,HIGH,synthetic-pd-v1.0
RISKA0000561,CUST0000302,,2023-06-14,746,0.0236,LOW,synthetic-pd-v1.0
RISKA0000562,CUST0000703,,2022-09-21,632,0.2251,MEDIUM,synthetic-pd-v1.0
RISKA0000563,CUST0000102,,2022-01-23,769,0.0144,LOW,synthetic-pd-v1.0
RISKA0000564,CUST0000072,,2025-07-16,625,0.2531,MEDIUM,synthetic-pd-v1.0
RISKA0000565,CUST0000644,,2023-08-01,776,0.0123,LOW,synthetic-pd-v1.0
RISKA0000566,CUST0000016,,2025-05-15,775,0.0127,LOW,synthetic-pd-v1.0
RISKA0000567,CUST0000727,,2026-08-24,661,0.1322,MEDIUM,synthetic-pd-v1.0
RISKA0000568,CUST0000705,,2026-02-10,637,0.2064,MEDIUM,synthetic-pd-v1.0
RISKA0000569,CUST0000356,,2023-10-31,828,0.004,LOW,synthetic-pd-v1.0
RISKA0000570,CUST0000978,,2022-05-14,706,0.0547,LOW,synthetic-pd-v1.0
RISKA0000571,CUST0000958,,2022-05-03,697,0.0652,LOW,synthetic-pd-v1.0
RISKA0000572,CUST0000746,,2026-07-29,672,0.1067,LOW,synthetic-pd-v1.0
RISKA0000573,CUST0000283,,2023-01-16,714,0.0464,LOW,synthetic-pd-v1.0
RISKA0000574,CUST0000650,,2022-09-10,727,0.035,LOW,synthetic-pd-v1.0
RISKA0000575,CUST0000691,,2023-11-18,607,0.3305,MEDIUM,synthetic-pd-v1.0
RISKA0000576,CUST0000527,,2026-02-27,646,0.1763,MEDIUM,synthetic-pd-v1.0
RISKA0000577,CUST0000612,,2023-11-30,657,0.1434,MEDIUM,synthetic-pd-v1.0
RISKA0000578,CUST0000933,,2024-12-10,682,0.088,LOW,synthetic-pd-v1.0
RISKA0000579,CUST0000761,,2023-12-28,647,0.1708,MEDIUM,synthetic-pd-v1.0
RISKA0000580,CUST0000043,,2023-07-23,760,0.0173,LOW,synthetic-pd-v1.0
RISKA0000581,CUST0000139,,2024-01-23,639,0.1981,MEDIUM,synthetic-pd-v1.0
RISKA0000582,CUST0000313,,2023-11-14,647,0.1715,MEDIUM,synthetic-pd-v1.0
RISKA0000583,CUST0000079,,2023-11-01,715,0.0452,LOW,synthetic-pd-v1.0
RISKA0000584,CUST0000946,,2021-12-07,774,0.0128,LOW,synthetic-pd-v1.0
RISKA0000585,CUST0000870,,2024-05-24,724,0.0372,LOW,synthetic-pd-v1.0
RISKA0000586,CUST0000245,,2025-10-02,749,0.0219,LOW,synthetic-pd-v1.0
RISKA0000587,CUST0000806,,2025-05-08,693,0.0705,LOW,synthetic-pd-v1.0
RISKA0000588,CUST0000011,,2024-05-07,708,0.0516,LOW,synthetic-pd-v1.0
RISKA0000589,CUST0000707,,2026-07-01,720,0.0404,LOW,synthetic-pd-v1.0
RISKA0000590,CUST0000055,,2022-12-31,762,0.0167,LOW,synthetic-pd-v1.0
RISKA0000591,CUST0000800,,2022-06-01,662,0.1292,MEDIUM,synthetic-pd-v1.0
RISKA0000592,CUST0000444,,2024-01-06,524,0.7535,HIGH,synthetic-pd-v1.0
RISKA0000593,CUST0000507,,2022-06-05,768,0.0146,LOW,synthetic-pd-v1.0
RISKA0000594,CUST0000421,,2022-03-11,712,0.0475,LOW,synthetic-pd-v1.0
RISKA0000595,CUST0000607,,2023-05-13,694,0.07,LOW,synthetic-pd-v1.0
RISKA0000596,CUST0000248,,2022-04-01,662,0.1299,LOW,synthetic-pd-v1.0
RISKA0000597,CUST0000222,,2024-07-15,768,0.0147,LOW,synthetic-pd-v1.0
RISKA0000598,CUST0000244,,2026-03-26,732,0.0316,LOW,synthetic-pd-v1.0
RISKA0000599,CUST0000820,,2025-09-14,641,0.1909,MEDIUM,synthetic-pd-v1.0
RISKA0000600,CUST0000675,,2025-12-09,667,0.1174,MEDIUM,synthetic-pd-v1.0
RISKA0000601,CUST0000135,,2024-11-23,777,0.0119,LOW,synthetic-pd-v1.0
RISKA0000602,CUST0000494,,2022-02-07,801,0.0072,LOW,synthetic-pd-v1.0
RISKA0000603,CUST0000534,,2023-10-28,707,0.053,LOW,synthetic-pd-v1.0
RISKA0000604,CUST0000392,,2025-12-29,761,0.017,LOW,synthetic-pd-v1.0
RISKA0000605,CUST0000763,,2024-08-17,740,0.0266,LOW,synthetic-pd-v1.0
RISKA0000606,CUST0000268,,2025-11-26,599,0.3705,HIGH,synthetic-pd-v1.0
