loan_id,person_id,application_date,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
LN-11174,P-100855,2023-11-08,VENTURE,B,5975,9.64,0,0.1168,N,5
LN-11175,P-100691,2024-02-17,DEBTCONSOLIDATION,D,500,15.08,0,0.0185,N,11
LN-11176,P-101240,2024-01-05,DEBTCONSOLIDATION,A,14240,8.26,0,0.5364,Y,6
LN-11177,P-100943,2023-04-20,EDUCATION,D,18415,14.02,0,0.3564,N,2
LN-11178,P-101490,2023-06-18,DEBTCONSOLIDATION,B,607,11.05,0,0.0261,N,13
LN-11179,P-101277,2023-11-12,VENTURE,B,23882,10.37,0,0.4306,N,2
LN-11180,P-100694,2023-10-23,VENTURE,C,13679,13.21,0,0.3599,N,2
LN-11181,P-101507,2023-04-27,EDUCATION,A,11609,7.87,0,0.2002,Y,4
LN-11182,P-101448,2023-12-11,DEBTCONSOLIDATION,A,16635,11.19,0,0.3457,N,2
LN-11183,P-100632,2023-08-09,HOMEIMPROVEMENT,C,13511,9.63,0,0.1681,Y,2
LN-11184,P-100174,2023-09-04,HOMEIMPROVEMENT,A,8206,9.01,0,0.1446,N,5
LN-11185,P-101551,2024-06-30,EDUCATION,A,18986,8.28,0,0.3241,N,5
LN-11186,P-101537,2023-03-05,PERSONAL,B,18836,11.79,0,0.3937,N,6
LN-11187,P-101348,2023-01-18,PERSONAL,E,6272,14.42,1,0.1851,N,14
LN-11188,P-100563,2023-08-28,DEBTCONSOLIDATION,D,7213,15.31,1,0.1887,N,8
LN-11189,P-101186,2023-06-11,HOMEIMPROVEMENT,B,16063,9.42,0,0.3062,N,8
LN-11190,P-100656,2023-05-09,PERSONAL,B,4855,10.13,1,0.0642,Y,8
LN-11191,P-100696,2024-05-18,HOMEIMPROVEMENT,B,13752,9.02,0,0.3129,N,8
LN-11192,P-100649,2024-04-10,PERSONAL,B,8509,6.89,0,0.2136,Y,16
LN-11193,P-101109,2023-02-20,MEDICAL,A,12907,9.53,0,0.5117,Y,7
LN-11194,P-101573,2024-08-15,VENTURE,A,16824,5.9,0,0.1328,N,9
LN-11195,P-101389,2024-02-24,MEDICAL,A,7527,5.72,0,0.1738,N,11
LN-11196,P-100371,2024-01-10,VENTURE,A,11543,6.76,0,0.3313,Y,14
LN-11197,P-100202,2023-06-04,MEDICAL,B,11899,11.82,0,0.1506,N,2
LN-11198,P-100528,2023-06-28,PERSONAL,B,10005,7.36,1,0.3116,N,10
LN-11199,P-100106,2023-05-03,HOMEIMPROVEMENT,A,21395,5.0,1,0.4793,N,6
LN-11200,P-100484,2023-01-03,VENTURE,B,11586,7.95,1,0.3512,N,7
LN-11201,P-100235,2023-12-22,HOMEIMPROVEMENT,A,500,7.63,0,0.0211,N,6
LN-11202,P-100833,2024-10-18,DEBTCONSOLIDATION,A,16545,9.54,1,0.199,Y,8
LN-11203,P-100478,2023-03-06,HOMEIMPROVEMENT,E,9798,17.68,0,0.324,Y,2
LN-11204,P-101200,2023-04-12,HOMEIMPROVEMENT,C,8386,10.54,0,0.1518,N,12
LN-11205,P-101334,2023-03-09,VENTURE,D,8069,13.69,0,0.1439,N,17
LN-11206,P-100913,2024-11-13,EDUCATION,A,5346,5.0,0,0.2067,N,16
LN-11207,P-100291,2024-08-01,EDUCATION,B,15730,12.66,0,0.1604,N,2
LN-11208,P-101100,2024-02-11,HOMEIMPROVEMENT,F,9667,20.62,1,0.4663,N,7
LN-11209,P-100925,2023-12-17,HOMEIMPROVEMENT,A,3715,5.7,0,0.0597,N,17
LN-11210,P-100592,2023-03-04,PERSONAL,C,9484,13.51,0,0.2534,N,16
LN-11211,P-100987,2024-06-30,DEBTCONSOLIDATION,A,500,8.33,0,0.0135,N,10
LN-11212,P-100778,2024-05-16,EDUCATION,G,19356,24.0,1,0.4717,N,8
LN-11213,P-101198,2024-01-28,EDUCATION,D,5707,15.99,1,0.1982,N,9
LN-11214,P-101513,2023-10-06,PERSONAL,C,4212,12.17,1,0.123,Y,9
LN-11215,P-100809,2023-05-10,DEBTCONSOLIDATION,C,12008,14.76,0,0.1867,N,5
LN-11216,P-101139,2023-06-12,EDUCATION,G,18827,21.2,1,0.3574,N,13
LN-11217,P-101250,2023-10-13,DEBTCONSOLIDATION,B,16530,12.5,0,0.1272,N,3
LN-11218,P-100701,2024-07-06,DEBTCONSOLIDATION,C,21051,14.54,0,0.1133,N,5
LN-11219,P-100927,2024-10-14,MEDICAL,A,17964,10.16,0,0.3,N,10
LN-11220,P-100699,2024-11-25,MEDICAL,A,14193,12.21,0,0.1851,N,8
LN-11221,P-100032,2024-05-25,PERSONAL,E,2051,17.28,1,0.0444,Y,2
LN-11222,P-101246,2023-06-26,DEBTCONSOLIDATION,B,11373,12.22,0,0.2105,N,7
LN-11223,P-100355,2024-02-09,DEBTCONSOLIDATION,B,9472,10.89,0,0.3302,N,9
LN-11224,P-101001,2024-09-07,DEBTCONSOLIDATION,D,1083,14.49,1,0.0111,N,14
LN-11225,P-101333,2023-03-15,DEBTCONSOLIDATION,A,20148,7.74,0,0.4137,Y,2
LN-11226,P-100911,2023-12-21,VENTURE,C,12079,11.06,0,0.221,N,9
LN-11227,P-101231,2024-08-24,DEBTCONSOLIDATION,B,4317,11.23,1,0.1567,N,3
LN-11228,P-100017,2024-03-20,EDUCATION,A,22118,9.42,0,0.5995,N,6
LN-11229,P-100910,2023-10-17,MEDICAL,A,18754,8.05,0,0.263,N,20
LN-11230,P-101393,2023-07-11,PERSONAL,E,10598,18.12,0,0.3196,N,11
LN-11231,P-101256,2023-05-07,EDUCATION,C,6957,10.79,0,0.0538,N,15
LN-11232,P-100479,2023-03-05,PERSONAL,G,5613,20.19,0,0.1084,N,5
LN-11233,P-100574,2023-02-07,HOMEIMPROVEMENT,B,7261,10.38,0,0.2361,N,5
LN-11234,P-100428,2024-07-04,DEBTCONSOLIDATION,A,10882,7.9,0,0.3443,N,15
LN-11235,P-100811,2023-03-17,HOMEIMPROVEMENT,A,14987,7.23,0,0.0857,N,8
LN-11236,P-101011,2023-11-19,DEBTCONSOLIDATION,A,13013,8.98,0,0.312,N,11
LN-11237,P-101158,2024-03-18,EDUCATION,C,17065,14.58,1,0.851,N,3
LN-11238,P-100133,2023-03-30,EDUCATION,C,4354,11.77,0,0.307,N,2
LN-11239,P-100531,2023-07-30,HOMEIMPROVEMENT,E,6476,17.94,1,0.2078,N,10
LN-11240,P-101492,2023-08-19,DEBTCONSOLIDATION,D,7655,14.2,1,0.428,N,3
LN-11241,P-100047,2023-04-09,HOMEIMPROVEMENT,G,8044,22.34,1,0.1086,N,2
LN-11242,P-101258,2024-01-02,VENTURE,A,500,6.75,0,0.0081,N,16
LN-11243,P-100004,2024-04-20,DEBTCONSOLIDATION,E,1228,16.99,0,0.0226,N,10
LN-11244,P-100106,2024-10-18,VENTURE,D,7293,15.22,1,0.1634,N,5
LN-11245,P-100561,2024-03-06,VENTURE,A,4954,5.02,0,0.1962,N,2
LN-11246,P-100740,2023-05-08,DEBTCONSOLIDATION,B,6717,8.86,0,0.1589,Y,9
LN-11247,P-100459,2024-01-24,HOMEIMPROVEMENT,A,500,7.74,0,0.0047,N,5
LN-11248,P-100919,2024-10-11,MEDICAL,B,22767,12.18,0,0.4303,N,3
LN-11249,P-100167,2023-03-26,DEBTCONSOLIDATION,E,16491,14.74,1,0.437,N,2
LN-11250,P-100462,2023-12-09,PERSONAL,F,11043,19.6,1,0.3075,N,5
LN-11251,P-100511,2024-05-19,PERSONAL,A,11461,8.98,0,0.1656,N,4
LN-11252,P-101282,2023-02-10,VENTURE,C,9823,14.13,0,0.3346,Y,6
LN-11253,P-100049,2023-07-11,MEDICAL,C,4264,13.59,1,0.1886,N,6
LN-11254,P-100512,2023-08-28,MEDICAL,A,8936,8.49,0,0.138,N,10
LN-11255,P-100111,2024-08-09,EDUCATION,D,500,14.41,0,0.0084,N,6
LN-11256,P-100149,2024-04-15,PERSONAL,D,16719,14.71,0,0.1539,N,5
LN-11257,P-101280,2023-01-04,PERSONAL,B,7084,10.67,0,0.0928,Y,5
LN-11258,P-100068,2023-08-09,DEBTCONSOLIDATION,B,3439,8.42,0,0.023,N,2
LN-11259,P-100133,2023-10-07,VENTURE,D,14059,16.88,1,0.9912,Y,9
LN-11260,P-100112,2024-06-26,PERSONAL,B,13322,14.43,0,0.2915,N,2
LN-11261,P-100208,2024-08-14,MEDICAL,C,20034,16.18,0,0.2022,N,4
LN-11262,P-100781,2023-11-29,VENTURE,B,7556,12.7,0,0.2351,N,18
LN-11263,P-100477,2023-06-13,HOMEIMPROVEMENT,E,11374,18.32,1,0.4696,N,10
LN-11264,P-100021,2023-11-26,VENTURE,B,500,8.99,1,0.0077,N,6
LN-11265,P-101270,2024-11-22,DEBTCONSOLIDATION,C,7315,12.46,0,0.3751,N,3
LN-11266,P-100053,2023-07-31,EDUCATION,B,500,10.76,0,0.0221,N,8
LN-11267,P-900000,2023-12-07,PERSONAL,A,7730,6.67,0,0.0673,N,11
LN-11268,P-101214,2023-12-14,HOMEIMPROVEMENT,D,2101,15.61,0,0.0341,N,13
LN-11269,P-100258,2024-11-21,VENTURE,C,12689,15.03,0,0.2198,N,9
LN-11270,P-100985,2023-01-16,EDUCATION,D,500,14.93,0,0.0132,N,5
LN-11271,P-100281,2024-07-08,MEDICAL,D,11089,15.91,0,0.545,Y,7
LN-11272,P-101197,2023-07-05,MEDICAL,B,14466,7.43,1,0.4319,N,11
LN-11273,P-100637,2023-06-19,EDUCATION,C,13542,14.61,0,0.4659,N,5
LN-11274,P-900002,2024-07-05,MEDICAL,B,8773,13.1,0,0.2658,N,9
LN-11275,P-100755,2024-05-02,DEBTCONSOLIDATION,F,17512,19.04,0,0.2109,N,7
LN-11276,P-101389,2024-10-18,HOMEIMPROVEMENT,A,3627,7.18,0,0.0837,N,10
LN-11277,P-100111,2024-05-07,EDUCATION,B,18077,7.57,0,0.3055,N,2
LN-11278,P-101311,2023-10-30,MEDICAL,E,2310,16.38,0,0.0439,N,6
LN-11279,P-100387,2023-05-13,VENTURE,C,4744,10.52,0,0.0894,N,11
LN-11280,P-101228,2024-05-09,HOMEIMPROVEMENT,C,17614,13.71,0,0.2561,N,10
LN-11281,P-100687,2023-08-14,EDUCATION,C,7281,11.99,0,0.2093,N,12
LN-11282,P-100214,2024-11-05,PERSONAL,B,12237,11.4,0,0.1026,N,2
LN-11283,P-101015,2024-06-18,EDUCATION,A,8721,5.0,0,0.1574,Y,6
LN-11284,P-101419,2024-07-03,EDUCATION,A,23750,5.0,0,0.3366,N,16
LN-11285,P-100984,2023-10-23,MEDICAL,D,10713,16.76,0,0.1808,N,5
LN-11286,P-101515,2024-06-20,PERSONAL,B,9993,9.32,0,0.1912,N,12
LN-11287,P-100743,2023-03-04,HOMEIMPROVEMENT,A,9735,7.11,0,0.1695,N,3
LN-11288,P-100235,2024-07-12,DEBTCONSOLIDATION,A,16691,7.12,0,0.7042,N,7
LN-11289,P-101199,2023-03-06,PERSONAL,E,1267,17.68,1,0.0623,N,9
LN-11290,P-100407,2023-08-16,MEDICAL,A,4078,6.88,0,0.027,N,6
LN-11291,P-101472,2023-04-13,EDUCATION,A,20920,5.79,0,0.5634,N,2
LN-11292,P-100365,2023-11-02,MEDICAL,A,13428,8.77,0,0.13,N,2
LN-11293,P-100207,2023-05-27,VENTURE,A,5809,8.45,0,0.0704,N,8
LN-11294,P-101341,2024-05-30,EDUCATION,D,641,15.08,0,0.0117,Y,5
LN-11295,P-100624,2023-12-24,MEDICAL,B,2357,9.31,0,0.0408,N,2
LN-11296,P-101353,2023-04-07,HOMEIMPROVEMENT,A,15996,6.85,0,0.3079,N,12
LN-11297,P-100888,2024-02-18,EDUCATION,E,4931,20.2,1,0.0803,Y,10
LN-11298,P-100267,2023-06-01,VENTURE,D,15719,16.31,0,0.3399,N,13
LN-11299,P-101422,2024-01-30,DEBTCONSOLIDATION,B,4672,12.26,0,0.1517,N,8
LN-11300,P-100500,2023-02-05,HOMEIMPROVEMENT,E,1183,16.41,0,0.0202,N,8
LN-11301,P-100387,2023-07-30,EDUCATION,D,12275,14.62,0,0.2312,N,8
LN-11302,P-100671,2023-04-26,MEDICAL,A,3322,9.44,0,0.0332,N,6
LN-11303,P-100258,2024-03-22,VENTURE,D,12273,15.36,1,0.2126,N,2
LN-11304,P-100428,2024-10-18,DEBTCONSOLIDATION,D,15846,15.65,1,0.5014,N,5
LN-11305,P-101259,2023-10-11,DEBTCONSOLIDATION,A,4253,5.44,0,0.0867,N,2
LN-11306,P-101538,2023-10-16,VENTURE,B,4474,10.72,0,0.0337,N,3
LN-11307,P-100366,2024-04-04,DEBTCONSOLIDATION,B,18676,8.06,0,0.5933,N,10
LN-11308,P-100989,2023-10-13,MEDICAL,C,4213,14.26,0,0.0327,N,2
LN-11309,P-101190,2024-07-27,HOMEIMPROVEMENT,B,11509,9.76,0,0.4116,N,7
LN-11310,P-101330,2024-02-24,EDUCATION,A,16995,8.41,0,0.4967,N,11
LN-11311,P-100925,2023-02-25,MEDICAL,E,12331,13.37,1,0.1982,N,14
LN-11312,P-100870,2024-07-25,MEDICAL,E,1964,19.09,0,0.041,N,2
LN-11313,P-100521,2023-08-05,PERSONAL,C,6086,16.74,1,0.1769,Y,4
LN-11314,P-100604,2024-06-10,HOMEIMPROVEMENT,B,3514,12.69,1,0.0367,N,15
LN-11315,P-100084,2023-02-06,VENTURE,B,12976,8.85,1,1.2002,N,13
LN-11316,P-100923,2023-06-07,VENTURE,B,9600,7.71,0,0.2065,N,9
LN-11317,P-100649,2024-08-08,VENTURE,A,2803,5.27,0,0.0703,Y,2
LN-11318,P-100478,2023-10-09,PERSONAL,A,3985,6.67,0,0.1318,Y,7
LN-11319,P-100603,2023-07-23,DEBTCONSOLIDATION,D,12555,15.07,1,0.4192,N,9
LN-11320,P-100160,2024-05-22,PERSONAL,D,10235,20.48,1,0.4575,N,9
LN-11321,P-100242,2024-03-11,EDUCATION,A,4749,8.3,0,0.0408,Y,2
LN-11322,P-100683,2024-10-07,MEDICAL,A,11563,9.3,0,0.6057,N,9
LN-11323,P-101526,2023-11-28,MEDICAL,D,10534,14.59,1,0.3771,N,13
LN-11324,P-100390,2024-05-29,DEBTCONSOLIDATION,C,9121,12.79,0,0.2718,N,8
LN-11325,P-101515,2023-09-21,MEDICAL,C,12405,12.82,0,0.2373,N,9
LN-11326,P-100577,2023-01-19,VENTURE,D,9267,18.82,0,0.0786,N,11
LN-11327,P-100830,2024-10-26,PERSONAL,D,11347,17.86,0,0.1493,N,8
LN-11328,P-100966,2023-02-27,EDUCATION,C,8905,13.11,0,0.4524,N,10
LN-11329,P-100814,2024-06-25,EDUCATION,A,17211,7.48,0,0.4256,N,11
LN-11330,P-100971,2023-03-20,HOMEIMPROVEMENT,A,4734,9.45,0,0.1414,N,9
LN-11331,P-101551,2023-08-27,MEDICAL,B,6581,10.7,0,0.1124,N,5
LN-11332,P-100175,2024-05-11,DEBTCONSOLIDATION,B,17498,11.54,0,0.6968,N,8
LN-11333,P-100855,2024-03-03,HOMEIMPROVEMENT,A,2935,6.01,0,0.0574,N,17
LN-11334,P-100061,2024-10-18,EDUCATION,B,15556,12.87,0,0.202,N,9
LN-11335,P-100625,2024-05-22,DEBTCONSOLIDATION,F,12739,20.82,1,0.3527,Y,11
LN-11336,P-100726,2023-02-20,DEBTCONSOLIDATION,B,18251,10.13,0,0.3798,N,4
LN-11337,P-101541,2024-05-01,HOMEIMPROVEMENT,B,1599,12.57,0,0.022,N,5
LN-11338,P-100613,2023-03-04,PERSONAL,B,9610,9.4,0,0.136,Y,6
LN-11339,P-100284,2023-11-05,MEDICAL,A,2420,6.88,0,0.0391,N,8
LN-11340,P-101163,2024-10-15,HOMEIMPROVEMENT,C,10154,13.38,0,0.1656,N,10
LN-11341,P-101175,2024-03-20,EDUCATION,E,3578,22.1,0,0.0591,N,9
LN-11342,P-100800,2023-08-17,VENTURE,A,12898,6.76,0,0.3087,N,3
LN-11343,P-100222,2023-06-26,DEBTCONSOLIDATION,B,12131,7.53,0,0.2717,N,11
LN-11344,P-100623,2023-11-16,HOMEIMPROVEMENT,A,13334,5.0,0,0.3545,Y,28
LN-11345,P-100363,2024-10-28,VENTURE,A,16668,9.37,0,0.4806,N,3
LN-11346,P-100054,2023-06-06,VENTURE,A,15471,5.52,1,0.385,Y,12
LN-11347,P-100581,2024-03-02,HOMEIMPROVEMENT,A,9155,7.68,0,0.4637,N,2
LN-11348,P-100143,2023-11-21,PERSONAL,B,5475,9.38,0,0.3689,N,2
LN-11349,P-100351,2024-02-19,VENTURE,B,12966,11.69,0,0.1437,N,6
LN-11350,P-100321,2023-03-28,VENTURE,G,20636,19.73,0,0.2494,Y,13
LN-11351,P-100979,2023-01-09,EDUCATION,D,11272,14.72,1,0.1512,N,2
LN-11352,P-100266,2023-12-24,DEBTCONSOLIDATION,E,9988,17.33,0,0.2472,N,13
LN-11353,P-101361,2023-03-12,MEDICAL,B,3234,9.96,0,0.0482,N,2
LN-11354,P-101203,2023-01-01,VENTURE,A,500,6.29,0,0.0096,N,8
LN-11355,P-100564,2024-02-29,VENTURE,A,16477,9.02,0,0.3258,N,2
LN-11356,P-100131,2024-08-09,EDUCATION,D,13794,15.76,0,0.1721,N,3
LN-11357,P-101076,2024-11-19,VENTURE,B,500,8.6,0,0.0122,N,8
LN-11358,P-100942,2023-11-17,PERSONAL,B,2206,7.94,0,0.0622,Y,10
LN-11359,P-100589,2024-06-07,MEDICAL,C,7031,11.87,0,0.0329,N,9
LN-11360,P-101434,2023-05-03,VENTURE,D,9755,15.86,0,0.3226,N,2
LN-11361,P-101255,2024-09-18,VENTURE,D,5117,14.79,1,0.2652,N,2
LN-11362,P-100510,2024-07-14,VENTURE,A,6986,7.68,0,0.1403,N,6
LN-11363,P-100937,2023-10-29,DEBTCONSOLIDATION,B,8092,11.97,0,0.1006,N,15
LN-11364,P-101164,2023-05-17,PERSONAL,A,8680,7.41,0,0.2801,N,3
LN-11365,P-100490,2024-06-20,DEBTCONSOLIDATION,E,15119,17.87,0,0.2955,N,2
LN-11366,P-900004,2024-09-22,DEBTCONSOLIDATION,B,9873,7.09,0,0.0804,N,9
LN-11367,P-101487,2023-07-27,VENTURE,D,20779,16.53,1,0.3337,N,11
LN-11368,P-100842,2023-05-06,MEDICAL,G,16250,24.0,1,0.4568,N,11
LN-11369,P-100156,2023-02-21,MEDICAL,D,9477,15.9,0,0.2456,N,5
LN-11370,P-100839,2024-01-23,HOMEIMPROVEMENT,B,19224,8.52,1,0.3722,N,2
LN-11371,P-100091,2023-07-30,DEBTCONSOLIDATION,B,4515,9.31,0,0.1494,Y,6
LN-11372,P-101383,2023-04-28,DEBTCONSOLIDATION,D,8986,12.88,0,0.2796,N,10
LN-11373,P-100817,2023-04-11,PERSONAL,D,6256,14.33,0,0.1536,N,2
LN-11374,P-100513,2023-07-13,MEDICAL,A,11171,5.32,1,0.6045,N,3
LN-11375,P-101372,2024-11-24,PERSONAL,D,9712,10.88,0,0.5155,N,7
LN-11376,P-100169,2024-06-09,VENTURE,C,1344,15.72,1,0.0125,N,5
LN-11377,P-100287,2024-09-17,EDUCATION,B,9010,12.85,0,0.19,N,11
LN-11378,P-100349,2023-09-02,EDUCATION,D,16027,18.59,1,1.5534,N,11
LN-11379,P-100602,2023-11-11,EDUCATION,A,10363,8.13,0,0.1,N,9
LN-11380,P-100158,2024-02-19,MEDICAL,C,500,10.07,0,0.0083,Y,7
LN-11381,P-100314,2023-05-17,DEBTCONSOLIDATION,B,10330,10.83,0,0.1504,N,12
LN-11382,P-100070,2024-11-09,VENTURE,E,8964,18.29,0,0.4103,N,13
LN-11383,P-101426,2024-02-09,HOMEIMPROVEMENT,A,15321,6.06,1,0.4415,N,3
LN-11384,P-101312,2024-03-03,PERSONAL,C,5561,10.48,0,0.2054,N,4
LN-11385,P-100799,2024-01-13,HOMEIMPROVEMENT,C,8956,12.6,1,0.2083,N,4
LN-11386,P-100009,2024-06-20,EDUCATION,A,6048,5.98,0,0.2133,N,7
LN-11387,P-100511,2024-09-28,PERSONAL,B,9828,12.79,0,0.142,N,2
LN-11388,P-100032,2024-01-29,MEDICAL,B,13387,10.91,0,0.2901,N,2
LN-11389,P-100393,2023-04-28,PERSONAL,C,18275,13.93,0,0.1984,Y,5
LN-11390,P-101360,2024-11-10,VENTURE,A,500,6.93,0,0.0118,N,11
LN-11391,P-101049,2024-11-27,HOMEIMPROVEMENT,A,17160,7.45,0,0.4899,N,10
LN-11392,P-101283,2024-08-23,HOMEIMPROVEMENT,A,9382,5.55,0,0.3072,N,9
LN-11393,P-100809,2024-09-12,EDUCATION,E,9556,17.88,1,0.1485,Y,11
LN-11394,P-100216,2023-07-02,VENTURE,B,9520,15.09,0,0.0696,N,22
LN-11395,P-101339,2023-10-02,VENTURE,B,10664,10.38,1,0.3706,N,15
LN-11396,P-100450,2024-09-14,DEBTCONSOLIDATION,A,2545,8.27,0,0.0525,N,2
LN-11397,P-101277,2023-10-19,EDUCATION,B,17558,10.0,0,0.3166,Y,14
LN-11398,P-100841,2023-05-20,PERSONAL,B,6475,11.1,0,0.2211,N,2
LN-11399,P-101459,2023-10-28,HOMEIMPROVEMENT,C,13672,12.82,0,0.1009,N,7
LN-11400,P-100351,2024-03-06,MEDICAL,A,500,7.85,0,0.0055,Y,8
LN-11401,P-101292,2023-10-01,DEBTCONSOLIDATION,C,15944,11.52,0,0.238,N,12
LN-11402,P-100272,2023-01-23,DEBTCONSOLIDATION,B,6923,8.5,0,0.7823,N,4
LN-11403,P-100651,2023-12-28,PERSONAL,F,16696,18.28,0,0.2994,N,9
LN-11404,P-100686,2024-04-27,VENTURE,A,5383,7.52,0,0.1024,N,8
LN-11405,P-100783,2024-06-19,HOMEIMPROVEMENT,B,10730,7.45,1,0.495,N,8
LN-11406,P-101203,2024-09-18,PERSONAL,C,14857,14.09,0,0.2866,Y,6
LN-11407,P-101262,2023-05-18,EDUCATION,D,10982,14.94,0,0.3198,Y,6
LN-11408,P-101511,2023-01-29,PERSONAL,B,19385,14.13,0,0.2705,N,2
LN-11409,P-100122,2024-05-15,EDUCATION,A,971,6.92,0,0.0267,N,7
LN-11410,P-100310,2023-03-21,EDUCATION,B,500,12.57,1,0.0156,N,13
LN-11411,P-101485,2023-11-23,DEBTCONSOLIDATION,C,10856,11.48,0,0.3536,N,18
LN-11412,P-100673,2024-10-03,PERSONAL,A,7388,6.68,0,0.2437,N,3
LN-11413,P-101066,2023-08-21,MEDICAL,D,7931,14.6,0,0.1069,N,13
LN-11414,P-101537,2024-01-28,MEDICAL,A,4675,9.46,0,0.0977,N,9
LN-11415,P-100701,2024-03-12,DEBTCONSOLIDATION,A,8918,8.53,0,0.048,N,2
LN-11416,P-100508,2024-05-31,EDUCATION,D,8056,15.04,1,0.2328,N,2
LN-11417,P-101245,2023-09-25,EDUCATION,E,7413,17.94,1,0.0902,N,5
LN-11418,P-100905,2023-08-29,VENTURE,C,8986,11.59,0,0.4515,Y,3
LN-11419,P-100143,2024-03-15,EDUCATION,F,11106,19.97,1,0.7484,Y,20
LN-11420,P-100418,2023-02-13,HOMEIMPROVEMENT,A,8655,7.0,0,0.2078,N,11
LN-11421,P-100418,2024-04-17,DEBTCONSOLIDATION,A,5382,6.48,0,0.1292,Y,3
LN-11422,P-100956,2023-08-26,EDUCATION,B,500,9.67,0,0.0086,N,15
LN-11423,P-100868,2023-12-28,MEDICAL,A,14005,8.44,0,0.2717,N,7
LN-11424,P-101180,2023-04-13,MEDICAL,B,9878,10.48,0,0.3284,N,4
LN-11425,P-100985,2023-12-17,VENTURE,A,13026,6.03,0,0.3433,N,10
LN-11426,P-100773,2023-03-19,HOMEIMPROVEMENT,A,8363,8.52,0,0.1436,N,5
LN-11427,P-101248,2024-06-19,VENTURE,D,26673,15.78,0,0.5726,N,2
LN-11428,P-100040,2023-11-27,PERSONAL,D,17332,14.87,0,1.2623,N,11
LN-11429,P-101554,2024-01-05,HOMEIMPROVEMENT,E,13303,17.54,0,0.1786,N,9
LN-11430,P-100312,2024-08-16,VENTURE,C,11518,13.76,0,0.3251,N,3
LN-11431,P-100949,2023-01-03,HOMEIMPROVEMENT,B,8634,11.86,0,0.2142,N,2
LN-11432,P-101241,2023-05-08,DEBTCONSOLIDATION,B,15009,13.24,0,0.261,N,6
LN-11433,P-100961,2023-12-22,PERSONAL,A,7935,8.05,0,0.2163,N,2
LN-11434,P-100026,2023-10-05,MEDICAL,E,7692,17.24,0,0.1812,N,5
LN-11435,P-101006,2023-11-08,VENTURE,B,6969,11.01,0,0.2216,N,12
LN-11436,P-101520,2024-02-29,DEBTCONSOLIDATION,B,3899,7.98,0,0.051,N,2
LN-11437,P-101204,2024-03-15,PERSONAL,A,1173,7.83,0,0.0413,N,2
LN-11438,P-100788,2024-09-20,VENTURE,E,15292,16.36,1,0.2283,N,9
LN-11439,P-100522,2024-03-16,MEDICAL,D,8231,10.72,1,0.2142,N,7
LN-11440,P-101043,2024-02-25,MEDICAL,C,11688,9.78,0,0.1055,N,9
LN-11441,P-101426,2023-11-11,VENTURE,A,9383,8.84,0,0.2704,N,10
LN-11442,P-101506,2023-08-08,MEDICAL,A,14662,6.87,0,0.1466,N,2
LN-11443,P-101292,2023-05-12,DEBTCONSOLIDATION,C,6333,14.62,0,0.0945,Y,10
LN-11444,P-101321,2023-09-23,DEBTCONSOLIDATION,A,13551,5.0,0,0.5466,N,14
LN-11445,P-100301,2023-10-18,DEBTCONSOLIDATION,A,500,7.96,0,0.0152,N,10
LN-11446,P-100330,2024-04-02,DEBTCONSOLIDATION,A,11402,8.16,0,0.1468,N,7
LN-11447,P-101457,2023-07-08,HOMEIMPROVEMENT,E,12471,19.28,1,0.2662,N,2
LN-11448,P-100164,2023-03-13,VENTURE,B,1842,10.69,0,0.036,N,2
LN-11449,P-100339,2024-03-10,MEDICAL,D,9880,17.18,0,0.177,N,5
LN-11450,P-101025,2024-05-24,VENTURE,F,7898,20.49,1,0.131,N,7
LN-11451,P-101200,2024-09-03,DEBTCONSOLIDATION,B,3889,12.52,0,0.0704,N,5
LN-11452,P-100182,2023-07-31,MEDICAL,A,6069,11.36,0,0.1602,N,5
LN-11453,P-100292,2024-11-26,DEBTCONSOLIDATION,A,12233,8.91,0,0.4836,N,15
LN-11454,P-100815,2023-05-27,EDUCATION,C,10627,11.4,1,0.1602,Y,4
LN-11455,P-101007,2024-01-15,DEBTCONSOLIDATION,A,6997,5.25,1,0.1865,Y,6
LN-11456,P-100855,2024-01-24,DEBTCONSOLIDATION,C,13883,12.3,1,0.2714,N,9
LN-11457,P-100882,2024-08-30,DEBTCONSOLIDATION,A,9935,6.5,0,0.4476,N,9
LN-11458,P-100275,2023-09-14,PERSONAL,A,17843,6.1,0,0.1172,N,4
LN-11459,P-100922,2023-05-12,EDUCATION,C,9406,12.93,0,0.0621,N,8
LN-11460,P-100120,2023-05-15,EDUCATION,D,9689,16.5,1,0.3335,N,14
LN-11461,P-100531,2023-09-21,VENTURE,G,21964,23.8,1,0.7047,N,10
LN-11462,P-101283,2024-09-06,DEBTCONSOLIDATION,E,6601,18.01,0,0.2161,Y,6
LN-11463,P-100340,2024-05-23,PERSONAL,A,13835,8.02,0,0.2202,Y,9
LN-11464,P-100566,2023-01-30,EDUCATION,A,11927,8.45,0,0.1058,Y,16
LN-11465,P-100978,2024-03-17,PERSONAL,B,10352,10.58,0,0.4288,N,6
LN-11466,P-100125,2023-03-21,DEBTCONSOLIDATION,A,6887,7.88,0,0.2166,N,4
LN-11467,P-101192,2023-01-08,EDUCATION,D,10148,16.55,0,0.4759,Y,2
