assessment_id,customer_id,loan_id,assessment_date,risk_score,probability_of_default,risk_category,model_version
RISK0000259,CUST0000431,LOAN0000259,2023-10-23,556,0.5999,HIGH,synthetic-pd-v1.0
RISK0000260,CUST0000970,LOAN0000260,2023-05-04,660,0.1357,MEDIUM,synthetic-pd-v1.0
RISK0000261,CUST0000075,LOAN0000261,2025-05-03,640,0.1936,MEDIUM,synthetic-pd-v1.0
RISK0000262,CUST0000546,LOAN0000262,2022-09-11,774,0.0127,LOW,synthetic-pd-v1.0
RISK0000263,CUST0000812,LOAN0000263,2023-08-28,743,0.025,LOW,synthetic-pd-v1.0
RISK0000264,CUST0001534,LOAN0000264,2025-06-02,655,0.1486,MEDIUM,synthetic-pd-v1.0
RISK0000265,CUST0000540,LOAN0000265,2025-08-01,681,0.09,LOW,synthetic-pd-v1.0
RISK0000266,CUST0001209,LOAN0000266,2024-05-28,753,0.0201,LOW,synthetic-pd-v1.0
RISK0000267,CUST0001406,LOAN0000267,2024-04-30,725,0.0364,LOW,synthetic-pd-v1.0
RISK0000268,CUST0000054,LOAN0000268,2024-11-12,695,0.0673,LOW,synthetic-pd-v1.0
RISK0000269,CUST0000992,LOAN0000269,2022-07-22,699,0.0629,LOW,synthetic-pd-v1.0
RISK0000270,CUST0001718,LOAN0000270,2024-04-13,686,0.0822,MEDIUM,synthetic-pd-v1.0
RISK0000271,CUST0001508,LOAN0000271,2025-07-28,706,0.0546,LOW,synthetic-pd-v1.0
RISK0000272,CUST0000260,LOAN0000272,2022-06-20,727,0.0348,LOW,synthetic-pd-v1.0
RISK0000273,CUST0001881,LOAN0000273,2025-06-12,648,0.1694,MEDIUM,synthetic-pd-v1.0
RISK0000274,CUST0000770,LOAN0000274,2022-02-26,652,0.1579,MEDIUM,synthetic-pd-v1.0
RISK0000275,CUST0000768,LOAN0000275,2023-09-23,768,0.0148,LOW,synthetic-pd-v1.0
RISK0000276,CUST0000226,LOAN0000276,2026-07-27,690,0.0753,LOW,synthetic-pd-v1.0
RISK0000277,CUST0000682,LOAN0000277,2026-01-10,684,0.0845,MEDIUM,synthetic-pd-v1.0
RISK0000278,CUST0000974,LOAN0000278,2025-09-21,774,0.0127,LOW,synthetic-pd-v1.0
RISK0000279,CUST0000453,LOAN0000279,2021-10-19,651,0.1589,MEDIUM,synthetic-pd-v1.0
RISK0000280,CUST0001304,LOAN0000280,2024-12-19,685,0.0836,LOW,synthetic-pd-v1.0
RISK0000281,CUST0000980,LOAN0000281,2024-11-17,576,0.4965,HIGH,synthetic-pd-v1.0
RISK0000282,CUST0000417,LOAN0000282,2026-05-28,750,0.0214,LOW,synthetic-pd-v1.0
RISK0000283,CUST0000106,LOAN0000283,2026-07-23,804,0.0067,LOW,synthetic-pd-v1.0
RISK0000284,CUST0001743,LOAN0000284,2023-12-29,637,0.2049,MEDIUM,synthetic-pd-v1.0
RISK0000285,CUST0000375,LOAN0000285,2021-09-21,669,0.1141,MEDIUM,synthetic-pd-v1.0
RISK0000286,CUST0001615,LOAN0000286,2025-04-25,704,0.0566,LOW,synthetic-pd-v1.0
RISK0000287,CUST0001521,LOAN0000287,2021-10-29,716,0.0445,LOW,synthetic-pd-v1.0
RISK0000288,CUST0001299,LOAN0000288,2023-10-10,630,0.2317,MEDIUM,synthetic-pd-v1.0
RISK0000289,CUST0001179,LOAN0000289,2026-04-06,661,0.1323,MEDIUM,synthetic-pd-v1.0
RISK0000290,CUST0001378,LOAN0000290,2026-04-20,748,0.0223,LOW,synthetic-pd-v1.0
RISK0000291,CUST0000996,LOAN0000291,2024-01-10,675,0.1022,MEDIUM,synthetic-pd-v1.0
RISK0000292,CUST0000929,LOAN0000292,2026-06-26,714,0.0457,LOW,synthetic-pd-v1.0
RISK0000293,CUST0000005,LOAN0000293,2023-10-07,621,0.268,MEDIUM,synthetic-pd-v1.0
RISK0000294,CUST0001403,LOAN0000294,2024-02-04,748,0.0222,LOW,synthetic-pd-v1.0
RISK0000295,CUST0000823,LOAN0000295,2026-06-02,426,0.9629,HIGH,synthetic-pd-v1.0
RISK0000296,CUST0000022,LOAN0000296,2025-02-09,694,0.069,LOW,synthetic-pd-v1.0
RISK0000297,CUST0000654,LOAN0000297,2024-05-26,744,0.0243,LOW,synthetic-pd-v1.0
RISK0000298,CUST0001943,LOAN0000298,2022-03-30,697,0.0652,LOW,synthetic-pd-v1.0
RISK0000299,CUST0001668,LOAN0000299,2023-10-11,766,0.0154,LOW,synthetic-pd-v1.0
RISK0000300,CUST0000810,LOAN0000300,2026-07-30,725,0.0368,LOW,synthetic-pd-v1.0
RISK0000301,CUST0000803,LOAN0000301,2025-11-30,745,0.0237,LOW,synthetic-pd-v1.0
RISK0000302,CUST0000200,LOAN0000302,2026-06-08,723,0.0381,LOW,synthetic-pd-v1.0
RISK0000303,CUST0001037,LOAN0000303,2025-09-05,619,0.2772,MEDIUM,synthetic-pd-v1.0
RISK0000304,CUST0001978,LOAN0000304,2025-08-02,552,0.6211,HIGH,synthetic-pd-v1.0
RISK0000305,CUST0001523,LOAN0000305,2024-07-02,614,0.2994,MEDIUM,synthetic-pd-v1.0
RISK0000306,CUST0000320,LOAN0000306,2026-03-28,670,0.112,LOW,synthetic-pd-v1.0
RISK0000307,CUST0000352,LOAN0000307,2023-04-03,751,0.0209,LOW,synthetic-pd-v1.0
RISK0000308,CUST0001185,LOAN0000308,2024-08-02,812,0.0057,LOW,synthetic-pd-v1.0
RISK0000309,CUST0001904,LOAN0000309,2025-07-04,610,0.3189,HIGH,synthetic-pd-v1.0
RISK0000310,CUST0000725,LOAN0000310,2026-01-11,655,0.1484,MEDIUM,synthetic-pd-v1.0
RISK0000311,CUST0000225,LOAN0000311,2024-07-31,698,0.0641,LOW,synthetic-pd-v1.0
RISK0000312,CUST0001305,LOAN0000312,2023-11-15,608,0.3271,HIGH,synthetic-pd-v1.0
RISK0000313,CUST0000738,LOAN0000313,2024-05-21,784,0.0104,LOW,synthetic-pd-v1.0
RISK0000314,CUST0000834,LOAN0000314,2023-02-20,763,0.0163,LOW,synthetic-pd-v1.0
RISK0000315,CUST0000351,LOAN0000315,2024-12-07,643,0.1838,MEDIUM,synthetic-pd-v1.0
RISK0000316,CUST0001906,LOAN0000316,2024-02-07,710,0.0497,LOW,synthetic-pd-v1.0
RISK0000317,CUST0000904,LOAN0000317,2025-05-03,752,0.0205,LOW,synthetic-pd-v1.0
RISK0000318,CUST0000134,LOAN0000318,2026-07-05,449,0.9403,HIGH,synthetic-pd-v1.0
RISK0000319,CUST0000323,LOAN0000319,2022-04-04,619,0.277,MEDIUM,synthetic-pd-v1.0
RISK0000320,CUST0001682,LOAN0000320,2022-05-12,677,0.098,LOW,synthetic-pd-v1.0
RISK0000321,CUST0000156,LOAN0000321,2022-02-21,708,0.0521,LOW,synthetic-pd-v1.0
RISK0000322,CUST0001398,LOAN0000322,2026-04-14,561,0.5756,HIGH,synthetic-pd-v1.0
RISK0000323,CUST0000319,LOAN0000323,2023-09-02,751,0.021,LOW,synthetic-pd-v1.0
RISK0000324,CUST0001865,LOAN0000324,2022-10-02,727,0.0349,LOW,synthetic-pd-v1.0
RISK0000325,CUST0000388,LOAN0000325,2026-02-05,642,0.1893,MEDIUM,synthetic-pd-v1.0
RISK0000326,CUST0001821,LOAN0000326,2023-03-31,695,0.0681,LOW,synthetic-pd-v1.0
RISK0000327,CUST0000432,LOAN0000327,2024-05-31,713,0.0472,LOW,synthetic-pd-v1.0
RISK0000328,CUST0000645,LOAN0000328,2024-05-14,813,0.0055,LOW,synthetic-pd-v1.0
RISK0000329,CUST0001212,LOAN0000329,2025-09-13,683,0.0858,MEDIUM,synthetic-pd-v1.0
RISK0000330,CUST0000984,LOAN0000330,2025-05-28,753,0.0204,LOW,synthetic-pd-v1.0
RISK0000331,CUST0000064,LOAN0000331,2024-05-05,653,0.155,MEDIUM,synthetic-pd-v1.0
RISK0000332,CUST0001489,LOAN0000332,2022-04-03,788,0.0096,LOW,synthetic-pd-v1.0
RISK0000333,CUST0000338,LOAN0000333,2026-06-06,660,0.1355,MEDIUM,synthetic-pd-v1.0
RISK0000334,CUST0000945,LOAN0000334,2023-02-18,704,0.0571,LOW,synthetic-pd-v1.0
RISK0000335,CUST0001351,LOAN0000335,2023-06-12,679,0.0929,LOW,synthetic-pd-v1.0
RISK0000336,CUST0000858,LOAN0000336,2024-01-16,649,0.1662,MEDIUM,synthetic-pd-v1.0
RISK0000337,CUST0000798,LOAN0000337,2022-01-20,678,0.0958,LOW,synthetic-pd-v1.0
RISK0000338,CUST0001978,LOAN0000338,2026-04-19,565,0.5552,HIGH,synthetic-pd-v1.0
RISK0000339,CUST0001640,LOAN0000339,2026-06-30,716,0.0438,LOW,synthetic-pd-v1.0
RISK0000340,CUST0000863,LOAN0000340,2026-06-22,661,0.1318,MEDIUM,synthetic-pd-v1.0
RISK0000341,CUST0000729,LOAN0000341,2026-01-21,656,0.1449,MEDIUM,synthetic-pd-v1.0
RISK0000342,CUST0000900,LOAN0000342,2024-08-18,727,0.0353,LOW,synthetic-pd-v1.0
RISK0000343,CUST0001292,LOAN0000343,2022-06-24,766,0.0153,LOW,synthetic-pd-v1.0
RISK0000344,CUST0000257,LOAN0000344,2026-08-12,711,0.0492,LOW,synthetic-pd-v1.0
RISK0000345,CUST0000525,LOAN0000345,2024-09-22,675,0.1012,LOW,synthetic-pd-v1.0
RISK0000346,CUST0000381,LOAN0000346,2024-06-27,641,0.1922,MEDIUM,synthetic-pd-v1.0
RISK0000347,CUST0001311,LOAN0000347,2023-04-16,608,0.3262,HIGH,synthetic-pd-v1.0
RISK0000348,CUST0001631,LOAN0000348,2022-06-03,691,0.0743,MEDIUM,synthetic-pd-v1.0
RISK0000349,CUST0001707,LOAN0000349,2026-04-03,709,0.0512,LOW,synthetic-pd-v1.0
RISK0000350,CUST0000752,LOAN0000350,2025-07-15,782,0.0107,LOW,synthetic-pd-v1.0
RISK0000351,CUST0000293,LOAN0000351,2023-10-15,758,0.0181,LOW,synthetic-pd-v1.0
RISK0000352,CUST0000554,LOAN0000352,2022-10-06,583,0.4583,HIGH,synthetic-pd-v1.0
RISK0000353,CUST0000995,LOAN0000353,2022-12-21,645,0.1792,MEDIUM,synthetic-pd-v1.0
RISK0000354,CUST0000423,LOAN0000354,2023-03-12,652,0.1565,MEDIUM,synthetic-pd-v1.0
RISK0000355,CUST0001238,LOAN0000355,2025-06-14,573,0.5115,HIGH,synthetic-pd-v1.0
RISK0000356,CUST0000176,LOAN0000356,2026-02-18,717,0.0432,LOW,synthetic-pd-v1.0
RISK0000357,CUST0001213,LOAN0000357,2023-02-23,691,0.0741,LOW,synthetic-pd-v1.0
RISK0000358,CUST0000280,LOAN0000358,2025-04-08,694,0.0689,LOW,synthetic-pd-v1.0
RISK0000359,CUST0000601,LOAN0000359,2022-01-31,748,0.0225,LOW,synthetic-pd-v1.0
RISK0000360,CUST0000153,LOAN0000360,2021-11-29,659,0.1374,MEDIUM,synthetic-pd-v1.0
RISK0000361,CUST0000210,LOAN0000361,2023-03-24,462,0.9213,HIGH,synthetic-pd-v1.0
RISK0000362,CUST0001267,LOAN0000362,2024-06-17,787,0.0098,LOW,synthetic-pd-v1.0
RISK0000363,CUST0001396,LOAN0000363,2025-03-07,698,0.0634,MEDIUM,synthetic-pd-v1.0
RISK0000364,CUST0001753,LOAN0000364,2025-06-30,706,0.0547,LOW,synthetic-pd-v1.0
RISK0000365,CUST0001133,LOAN0000365,2022-04-03,639,0.1989,MEDIUM,synthetic-pd-v1.0
RISK0000366,CUST0000504,LOAN0000366,2026-08-17,747,0.0229,LOW,synthetic-pd-v1.0
RISK0000367,CUST0000182,LOAN0000367,2026-04-21,705,0.0552,LOW,synthetic-pd-v1.0
RISK0000368,CUST0000229,LOAN0000368,2025-05-07,734,0.0299,LOW,synthetic-pd-v1.0
RISK0000369,CUST0000574,LOAN0000369,2022-05-19,691,0.0736,LOW,synthetic-pd-v1.0
RISK0000370,CUST0001556,LOAN0000370,2022-05-28,770,0.0139,LOW,synthetic-pd-v1.0
RISK0000371,CUST0000732,LOAN0000371,2026-01-30,696,0.0665,LOW,synthetic-pd-v1.0
RISK0000372,CUST0001274,LOAN0000372,2023-01-27,683,0.0874,LOW,synthetic-pd-v1.0
RISK0000373,CUST0001008,LOAN0000373,2023-12-05,674,0.1044,LOW,synthetic-pd-v1.0
RISK0000374,CUST0001958,LOAN0000374,2024-08-09,718,0.0421,LOW,synthetic-pd-v1.0
RISK0000375,CUST0001674,LOAN0000375,2022-07-28,677,0.0983,LOW,synthetic-pd-v1.0
RISK0000376,CUST0001450,LOAN0000376,2026-03-01,766,0.0154,LOW,synthetic-pd-v1.0
RISK0000377,CUST0000570,LOAN0000377,2022-05-21,712,0.0479,LOW,synthetic-pd-v1.0
RISK0000378,CUST0001848,LOAN0000378,2022-09-14,684,0.085,LOW,synthetic-pd-v1.0
RISK0000379,CUST0000974,LOAN0000379,2026-05-27,796,0.008,LOW,synthetic-pd-v1.0
RISK0000380,CUST0001449,LOAN0000380,2025-04-06,678,0.0956,MEDIUM,synthetic-pd-v1.0
RISK0000381,CUST0001721,LOAN0000381,2023-10-07,735,0.0296,LOW,synthetic-pd-v1.0
RISK0000382,CUST0001630,LOAN0000382,2025-10-06,767,0.0149,LOW,synthetic-pd-v1.0
RISK0000383,CUST0000304,LOAN0000383,2023-01-26,715,0.0453,LOW,synthetic-pd-v1.0
RISK0000384,CUST0001961,LOAN0000384,2025-03-31,774,0.0129,LOW,synthetic-pd-v1.0
RISK0000385,CUST0000705,LOAN0000385,2024-12-06,698,0.0638,LOW,synthetic-pd-v1.0
RISK0000386,CUST0001762,LOAN0000386,2023-09-22,692,0.0726,LOW,synthetic-pd-v1.0
RISK0000387,CUST0000823,LOAN0000387,2022-12-16,474,0.8998,HIGH,synthetic-pd-v1.0
RISK0000388,CUST0000230,LOAN0000388,2022-05-28,702,0.0585,LOW,synthetic-pd-v1.0
RISK0000389,CUST0001932,LOAN0000389,2026-08-10,606,0.3355,HIGH,synthetic-pd-v1.0
RISK0000390,CUST0001268,LOAN0000390,2022-01-05,691,0.0742,LOW,synthetic-pd-v1.0
RISK0000391,CUST0001729,LOAN0000391,2022-07-05,636,0.2089,MEDIUM,synthetic-pd-v1.0
RISK0000392,CUST0000816,LOAN0000392,2026-03-03,678,0.0953,MEDIUM,synthetic-pd-v1.0
RISK0000393,CUST0001043,LOAN0000393,2024-12-09,591,0.416,HIGH,synthetic-pd-v1.0
RISK0000394,CUST0001630,LOAN0000394,2021-10-15,765,0.0156,LOW,synthetic-pd-v1.0
RISK0000395,CUST0001233,LOAN0000395,2026-04-20,728,0.0343,LOW,synthetic-pd-v1.0
RISK0000396,CUST0000280,LOAN0000396,2025-01-06,697,0.0655,LOW,synthetic-pd-v1.0
RISK0000397,CUST0001547,LOAN0000397,2023-11-20,566,0.5477,HIGH,synthetic-pd-v1.0
RISK0000398,CUST0000420,LOAN0000398,2024-02-26,711,0.0492,LOW,synthetic-pd-v1.0
RISK0000399,CUST0000647,LOAN0000399,2024-07-25,773,0.0131,LOW,synthetic-pd-v1.0
RISK0000400,CUST0001623,LOAN0000400,2026-06-03,766,0.0154,LOW,synthetic-pd-v1.0
RISK0000401,CUST0001367,LOAN0000401,2026-07-16,710,0.0499,LOW,synthetic-pd-v1.0
RISK0000402,CUST0001325,LOAN0000402,2023-05-05,710,0.0503,LOW,synthetic-pd-v1.0
RISK0000403,CUST0001248,LOAN0000403,2025-10-12,564,0.5595,HIGH,synthetic-pd-v1.0
RISK0000404,CUST0000835,LOAN0000404,2024-04-25,691,0.0743,LOW,synthetic-pd-v1.0
RISK0000405,CUST0001706,LOAN0000405,2021-12-21,741,0.026,LOW,synthetic-pd-v1.0
RISK0000406,CUST0000646,LOAN0000406,2025-06-06,718,0.0422,LOW,synthetic-pd-v1.0
RISK0000407,CUST0000163,LOAN0000407,2023-07-26,644,0.1814,MEDIUM,synthetic-pd-v1.0
RISK0000408,CUST0000950,LOAN0000408,2021-11-24,675,0.1004,MEDIUM,synthetic-pd-v1.0
RISK0000409,CUST0000417,LOAN0000409,2023-09-22,746,0.0236,LOW,synthetic-pd-v1.0
RISK0000410,CUST0000949,LOAN0000410,2023-06-15,717,0.043,LOW,synthetic-pd-v1.0
RISK0000411,CUST0000818,LOAN0000411,2023-02-14,582,0.4616,HIGH,synthetic-pd-v1.0
RISK0000412,CUST0000324,LOAN0000412,2026-05-23,543,0.669,HIGH,synthetic-pd-v1.0
RISK0000413,CUST0001622,LOAN0000413,2024-03-10,676,0.0994,MEDIUM,synthetic-pd-v1.0
RISK0000414,CUST0001464,LOAN0000414,2026-05-24,733,0.0305,LOW,synthetic-pd-v1.0
RISK0000415,CUST0001557,LOAN0000415,2024-05-27,504,0.8258,HIGH,synthetic-pd-v1.0
RISK0000416,CUST0000804,LOAN0000416,2022-06-09,623,0.2597,MEDIUM,synthetic-pd-v1.0
RISK0000417,CUST0001254,LOAN0000417,2025-10-27,752,0.0204,LOW,synthetic-pd-v1.0
RISK0000418,CUST0000184,LOAN0000418,2021-09-18,601,0.3622,HIGH,synthetic-pd-v1.0
RISK0000419,CUST0001398,LOAN0000419,2023-11-11,542,0.6725,HIGH,synthetic-pd-v1.0
RISK0000420,CUST0001909,LOAN0000420,2025-01-23,588,0.4307,HIGH,synthetic-pd-v1.0
RISK0000421,CUST0001328,LOAN0000421,2023-07-24,746,0.0234,LOW,synthetic-pd-v1.0
RISK0000422,CUST0001171,LOAN0000422,2026-01-29,760,0.0172,LOW,synthetic-pd-v1.0
RISK0000423,CUST0000167,LOAN0000423,2023-05-28,798,0.0076,LOW,synthetic-pd-v1.0
RISK0000424,CUST0000602,LOAN0000424,2023-04-26,752,0.0205,LOW,synthetic-pd-v1.0
RISK0000425,CUST0000296,LOAN0000425,2022-04-29,799,0.0075,LOW,synthetic-pd-v1.0
RISK0000426,CUST0000398,LOAN0000426,2025-08-25,625,0.2524,MEDIUM,synthetic-pd-v1.0
RISK0000427,CUST0001787,LOAN0000427,2024-01-02,699,0.0631,LOW,synthetic-pd-v1.0
RISK0000428,CUST0001150,LOAN0000428,2025-10-19,797,0.0078,LOW,synthetic-pd-v1.0
RISK0000429,CUST0000068,LOAN0000429,2025-02-09,718,0.042,LOW,synthetic-pd-v1.0
RISK0000430,CUST0001481,LOAN0000430,2022-06-08,654,0.1522,MEDIUM,synthetic-pd-v1.0
RISK0000431,CUST0001490,LOAN0000431,2024-02-01,712,0.048,LOW,synthetic-pd-v1.0
RISK0000432,CUST0000682,LOAN0000432,2022-05-22,679,0.094,MEDIUM,synthetic-pd-v1.0
RISK0000433,CUST0001596,LOAN0000433,2023-07-26,690,0.0759,LOW,synthetic-pd-v1.0
RISK0000434,CUST0001781,LOAN0000434,2024-12-23,687,0.0807,LOW,synthetic-pd-v1.0
RISK0000435,CUST0000599,LOAN0000435,2025-03-11,721,0.0401,LOW,synthetic-pd-v1.0
RISK0000436,CUST0001384,LOAN0000436,2024-03-28,619,0.2749,MEDIUM,synthetic-pd-v1.0
RISK0000437,CUST0000950,LOAN0000437,2023-05-02,675,0.101,MEDIUM,synthetic-pd-v1.0
RISK0000438,CUST0000620,LOAN0000438,2022-08-27,805,0.0066,LOW,synthetic-pd-v1.0
RISK0000439,CUST0001833,LOAN0000439,2024-04-14,731,0.0324,LOW,synthetic-pd-v1.0
RISK0000440,CUST0000716,LOAN0000440,2026-02-24,707,0.0531,LOW,synthetic-pd-v1.0
RISK0000441,CUST0001855,LOAN0000441,2026-07-08,663,0.1284,MEDIUM,synthetic-pd-v1.0
RISK0000442,CUST0000743,LOAN0000442,2026-06-19,706,0.054,LOW,synthetic-pd-v1.0
RISK0000443,CUST0001873,LOAN0000443,2023-04-27,672,0.1082,LOW,synthetic-pd-v1.0
RISK0000444,CUST0000538,LOAN0000444,2026-08-13,677,0.0984,MEDIUM,synthetic-pd-v1.0
RISK0000445,CUST0000955,LOAN0000445,2025-02-24,694,0.0691,LOW,synthetic-pd-v1.0
RISK0000446,CUST0001098,LOAN0000446,2024-04-17,654,0.1509,MEDIUM,synthetic-pd-v1.0
RISK0000447,CUST0001246,LOAN0000447,2024-09-05,776,0.0123,LOW,synthetic-pd-v1.0
RISK0000448,CUST0001607,LOAN0000448,2025-06-05,626,0.249,MEDIUM,synthetic-pd-v1.0
RISK0000449,CUST0001617,LOAN0000449,2024-11-14,695,0.0686,LOW,synthetic-pd-v1.0
RISK0000450,CUST0001652,LOAN0000450,2026-02-04,673,0.1053,MEDIUM,synthetic-pd-v1.0
RISK0000451,CUST0000958,LOAN0000451,2024-08-21,762,0.0168,LOW,synthetic-pd-v1.0
RISK0000452,CUST0001048,LOAN0000452,2025-05-27,779,0.0114,LOW,synthetic-pd-v1.0
RISK0000453,CUST0000101,LOAN0000453,2026-02-04,656,0.145,MEDIUM,synthetic-pd-v1.0
RISK0000454,CUST0000718,LOAN0000454,2024-01-18,669,0.1148,MEDIUM,synthetic-pd-v1.0
RISK0000455,CUST0001120,LOAN0000455,2025-09-03,705,0.0558,LOW,synthetic-pd-v1.0
RISK0000456,CUST0000344,LOAN0000456,2023-06-24,628,0.2394,MEDIUM,synthetic-pd-v1.0
RISK0000457,CUST0000479,LOAN0000457,2023-04-06,610,0.3174,HIGH,synthetic-pd-v1.0
RISK0000458,CUST0001654,LOAN0000458,2026-07-13,789,0.0093,LOW,synthetic-pd-v1.0
RISK0000459,CUST0000203,LOAN0000459,2022-06-27,775,0.0125,LOW,synthetic-pd-v1.0
RISK0000460,CUST0000516,LOAN0000460,2025-11-22,781,0.0111,LOW,synthetic-pd-v1.0
RISK0000461,CUST0000063,LOAN0000461,2021-10-16,676,0.0991,LOW,synthetic-pd-v1.0
RISK0000462,CUST0001188,LOAN0000462,2022-10-02,738,0.0275,LOW,synthetic-pd-v1.0
RISK0000463,CUST0000672,LOAN0000463,2023-07-31,769,0.0144,LOW,synthetic-pd-v1.0
RISK0000464,CUST0000116,LOAN0000464,2025-10-26,759,0.0175,LOW,synthetic-pd-v1.0
RISK0000465,CUST0000192,LOAN0000465,2024-12-25,695,0.068,LOW,synthetic-pd-v1.0
RISK0000466,CUST0001682,LOAN0000466,2021-09-25,687,0.0803,LOW,synthetic-pd-v1.0
RISK0000467,CUST0001994,LOAN0000467,2026-06-08,729,0.0334,LOW,synthetic-pd-v1.0
RISK0000468,CUST0000047,LOAN0000468,2024-07-03,762,0.0164,LOW,synthetic-pd-v1.0
RISK0000469,CUST0001758,LOAN0000469,2025-10-17,734,0.0303,LOW,synthetic-pd-v1.0
RISK0000470,CUST0000921,LOAN0000470,2023-08-01,662,0.1297,MEDIUM,synthetic-pd-v1.0
RISK0000471,CUST0001717,LOAN0000471,2022-10-26,522,0.7614,HIGH,synthetic-pd-v1.0
RISK0000472,CUST0001212,LOAN0000472,2022-09-22,704,0.0569,LOW,synthetic-pd-v1.0
RISK0000473,CUST0000676,LOAN0000473,2024-07-05,634,0.2156,MEDIUM,synthetic-pd-v1.0
RISK0000474,CUST0001906,LOAN0000474,2021-11-09,702,0.0593,LOW,synthetic-pd-v1.0
RISK0000475,CUST0001588,LOAN0000475,2025-02-20,553,0.6173,HIGH,synthetic-pd-v1.0
RISK0000476,CUST0000745,LOAN0000476,2023-08-20,672,0.1082,MEDIUM,synthetic-pd-v1.0
RISK0000477,CUST0001985,LOAN0000477,2026-02-25,660,0.1355,MEDIUM,synthetic-pd-v1.0
RISK0000478,CUST0000965,LOAN0000478,2025-06-12,745,0.0242,LOW,synthetic-pd-v1.0
RISK0000479,CUST0000486,LOAN0000479,2026-04-06,624,0.2554,MEDIUM,synthetic-pd-v1.0
RISK0000480,CUST0000722,LOAN0000480,2023-09-12,646,0.1756,MEDIUM,synthetic-pd-v1.0
RISK0000481,CUST0000471,LOAN0000481,2024-01-03,692,0.072,LOW,synthetic-pd-v1.0
RISK0000482,CUST0001154,LOAN0000482,2025-10-04,746,0.0237,LOW,synthetic-pd-v1.0
RISK0000483,CUST0001796,LOAN0000483,2021-12-01,633,0.2208,MEDIUM,synthetic-pd-v1.0
RISK0000484,CUST0000292,LOAN0000484,2025-03-13,687,0.0802,MEDIUM,synthetic-pd-v1.0
RISK0000485,CUST0001297,LOAN0000485,2022-10-25,588,0.4319,HIGH,synthetic-pd-v1.0
RISK0000486,CUST0001214,LOAN0000486,2023-07-10,717,0.0428,LOW,synthetic-pd-v1.0
RISK0000487,CUST0001787,LOAN0000487,2024-12-25,700,0.0608,LOW,synthetic-pd-v1.0
RISK0000488,CUST0001652,LOAN0000488,2025-01-30,729,0.0333,LOW,synthetic-pd-v1.0
RISK0000489,CUST0001318,LOAN0000489,2022-06-08,640,0.1951,MEDIUM,synthetic-pd-v1.0
RISK0000490,CUST0001717,LOAN0000490,2023-01-27,612,0.3062,HIGH,synthetic-pd-v1.0
RISK0000491,CUST0000123,LOAN0000491,2024-04-28,790,0.0091,LOW,synthetic-pd-v1.0
RISK0000492,CUST0000919,LOAN0000492,2023-11-05,730,0.0329,LOW,synthetic-pd-v1.0
RISK0000493,CUST0001883,LOAN0000493,2023-05-24,661,0.134,MEDIUM,synthetic-pd-v1.0
RISK0000494,CUST0001767,LOAN0000494,2024-10-29,705,0.0549,LOW,synthetic-pd-v1.0
RISK0000495,CUST0001706,LOAN0000495,2026-02-07,758,0.0181,LOW,synthetic-pd-v1.0
RISK0000496,CUST0000639,LOAN0000496,2023-05-24,703,0.0582,LOW,synthetic-pd-v1.0
RISK0000497,CUST0001204,LOAN0000497,2025-12-15,624,0.2555,MEDIUM,synthetic-pd-v1.0
RISK0000498,CUST0001547,LOAN0000498,2023-11-22,536,0.7019,HIGH,synthetic-pd-v1.0
RISK0000499,CUST0000438,LOAN0000499,2024-10-16,472,0.9046,HIGH,synthetic-pd-v1.0
RISK0000500,CUST0001757,LOAN0000500,2023-03-24,748,0.0225,LOW,synthetic-pd-v1.0
RISK0000501,CUST0000484,LOAN0000501,2024-07-07,488,0.8699,HIGH,synthetic-pd-v1.0
RISK0000502,CUST0000148,LOAN0000502,2024-02-20,671,0.1102,MEDIUM,synthetic-pd-v1.0
RISK0000503,CUST0000489,LOAN0000503,2025-01-24,583,0.4584,HIGH,synthetic-pd-v1.0
RISK0000504,CUST0001922,LOAN0000504,2022-11-07,729,0.0333,LOW,synthetic-pd-v1.0
RISK0000505,CUST0000979,LOAN0000505,2026-01-25,622,0.2656,HIGH,synthetic-pd-v1.0
RISK0000506,CUST0000532,LOAN0000506,2024-09-22,701,0.0606,LOW,synthetic-pd-v1.0
RISK0000507,CUST0000375,LOAN0000507,2025-03-21,645,0.179,MEDIUM,synthetic-pd-v1.0
RISK0000508,CUST0000410,LOAN0000508,2023-05-21,634,0.2148,MEDIUM,synthetic-pd-v1.0
RISK0000509,CUST0000572,LOAN0000509,2022-10-12,688,0.0791,LOW,synthetic-pd-v1.0
RISK0000510,CUST0001539,LOAN0000510,2023-07-02,690,0.0746,LOW,synthetic-pd-v1.0
RISK0000511,CUST0001700,LOAN0000511,2021-11-03,544,0.6645,HIGH,synthetic-pd-v1.0
RISK0000512,CUST0000366,LOAN0000512,2026-02-11,737,0.0286,LOW,synthetic-pd-v1.0
RISK0000513,CUST0000461,LOAN0000513,2021-12-04,650,0.1631,MEDIUM,synthetic-pd-v1.0
RISK0000514,CUST0000953,LOAN0000514,2024-12-21,704,0.0571,LOW,synthetic-pd-v1.0
RISK0000515,CUST0000769,LOAN0000515,2024-11-18,747,0.023,LOW,synthetic-pd-v1.0
RISK0000516,CUST0001623,LOAN0000516,2026-06-01,791,0.0089,LOW,synthetic-pd-v1.0
RISK0000517,CUST0001653,LOAN0000517,2021-12-22,682,0.0878,LOW,synthetic-pd-v1.0
